link,title,price_sale,price_base,brand,cpu_brand,cpu_detail,cpu_cores,cpu_threads,ram_size,ram_type,storage_size,storage_type,gpu_info,screen_size,screen_res,screen_tech,battery,raw_specs_count
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k00008vn.html,Laptop Lenovo IdeaPad Slim 3 14IRH10 83K00008VN,15.490.000đ,18.990.000đ,Lenovo,Intel,,8,12,16,DDR5,512GB,SSD,Intel UHD Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC",60Wh (Đầu tròn 65W (3 chân),26
https://cellphones.com.vn/laptop-asus-vivobook-15-x1502va-bq885w.html,Laptop ASUS Vivobook 15 X1502VA-BQ885W,15.990.000đ,,ASUS,Intel,,8,12,16,DDR4,512GB,SSD,Intel HD Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250nits, Độ phủ màu 45% NTSC, Màn hình chống chói, TÜV Rheinland-certified","42WHrs, 3S1P, 3-cell Li-ion",27
https://cellphones.com.vn/laptop-acer-gaming-aspire-7-a715-59g-57tu.html,Laptop Acer Gaming Aspire 7 A715-59G-57TU,19.990.000đ,22.990.000đ,Acer,Intel,,8,12,16,DDR4,512GB,SSD,"NVIDIA GeForce RTX 3050 6 GB, supporting 2560 NVIDIA CUDA Cores",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250nits, Độ phủ màu 45% NTSC, Acer ComfyView, Màn hình LCD TFT có đèn nền LED, Góc nhìn rộng lên đến 170 độ, Thiết kế siêu mỏng","Pin Li-ion 3 cell 54,8Wh, Bộ đổi nguồn AC 150W",26
https://cellphones.com.vn/laptop-hp-15-fc0086au-a6vv9pa.html,Laptop HP 15-FC0086AU A6VV9PA,14.090.000đ,15.190.000đ,HP,AMD,Ryzen 5 7430U,6,12,16,DDR4,512 GB,SSD,AMD Radeon Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits, Độ phủ màu 45% NTSC, Màn hình chống chói","3-cell, 41 Wh Li-ion polymer",26
https://cellphones.com.vn/laptop-dell-inspiron-15-3530-j9xfd.html,Laptop Dell Inspiron 15 3530 J9XFD - Nhập khẩu chính hãng,15.490.000đ,16.990.000đ,Dell,Intel,,,,16,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,"3 cell, 41Wh",25
https://cellphones.com.vn/laptop-lenovo-loq-15arp10e-83s0004fvn.html,Laptop Lenovo LOQ 15ARP10E 83S0004FVN,24.590.000đ,28.990.000đ,Lenovo,AMD,Ryzen 7 7735HS,8,16,16,DDR5,512GB,SSD,"NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 1605MHz, TGP 65W, 194 AI TOPS",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 100% sRGB, FreeSync","57.5Wh, 135W Slim Tip (3-pin)",27
https://cellphones.com.vn/laptop-asus-vivobook-s14-s3407qa-sf043ws.html,Laptop ASUS Vivobook S14 S3407QA-SF043WS,18.990.000đ,22.990.000đ,ASUS,Other,,8,8,16,DDR5X,512GB,SSD,Qualcomm Adreno GPU,14 inches,1920 x 1200 pixels,"Độ sáng 300 nits, Độ phủ màu 95% DCI-P3, Tỷ lệ tương phản 1.000.000:1, 1.07 tỷ màu, Màn hình chống chói, giảm 70% ánh sáng xanh có hại, Được chứng nhận bởi TÜV Rheinland","70WHrs, 3S1P, 3-cell Li-ion",27
https://cellphones.com.vn/laptop-asus-rog-strix-g16-g615jmr-s5155w.html,Laptop ASUS ROG Strix G16 G615JMR-S5155W,44.990.000đ,46.990.000đ,ASUS,Intel,Core i7 14650HX,16,24,32,DDR5,1TB,SSD,"NVIDIA GeForce RTX 5060 8GB GDDR7
Intel UHD Graphics",16 inches,2560 x 1600 (WQXGA),"Độ sáng 500nits, Độ phủ màu DCI-P3 100%, Màn hình chống chói, G-Sync, ROG Nebula Display, Dolby Vision HDR, ROG intelligent cooling","90WHrs, 4S1P, 4-cell Li-ion",23
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14akp10-83hx001jvn-ryzen-ai-7.html,Laptop Lenovo IdeaPad Slim 5 OLED 14AKP10 83HX001JVN,25.490.000đ,31.490.000đ,Lenovo,AMD,,8,16,32,DDR5,1TB,SSD,AMD Radeon 860M Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits Glossy, Độ phủ màu 100% DCI-P3, DisplayHDR True Black 500",60Wh (65W USB-C Slim (Wall-mount)),28
https://cellphones.com.vn/laptop-asus-zenbook-14-um3406ka-pp113ws-ryzen-ai-7.html,Laptop ASUS Zenbook 14 UM3406KA-PP113WS,25.990.000đ,28.990.000đ,ASUS,AMD,,8,16,16,DDR5X,512GB,SSD,AMD Radeon Graphics,14 inches,2880 x 1800 pixels,"Độ sáng 400nits, Độ sáng đỉnh HDR 600nits, Độ phủ màu 100% DCI-P3, VESA CERTIFIED Display HDR True Black 600, 1.07 tỷ màu, Ánh sáng xanh ít gây hại hơn 70%, TÜV Rheinland-certified, SGS Eye Care Display","75WHrs, 4S1P, 4-cell Li-ion",28
https://cellphones.com.vn/laptop-asus-gaming-v16-v3607vm-rp044w.html,Laptop ASUS Gaming V16 V3607VM-RP044W,33.990.000đ,37.990.000đ,ASUS,Intel,,10,16,16,DDR5,1TB,SSD,"NVIDIA GeForce RTX 5060 8GB GDDR7
Intel Graphics",16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, Màn hình chống chói","63WHrs, 3S1P, 3-cell Li-ion",26
https://cellphones.com.vn/laptop-asus-gaming-v16-v3607vu-rp343w.html,Laptop ASUS Gaming V16 V3607VU-RP343W,24.490.000đ,25.490.000đ,ASUS,Intel,,8,12,16,DDR5,512GB,SSD,"NVIDIA GeForce RTX 4050 6GB GDDR6 (194 AI TOPs)
Intel Graphics",16 inches,1920 x 1200 pixels (WUXGA),"Màn hình chống chói, Độ sáng 300nits, Độ phủ màu 45% NTSC","63WHrs, 3S1P, 3-cell Li-ion",26
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14q8x9-83hl005avn.html,Laptop Lenovo IdeaPad Slim 5 14Q8X9 83HL005AVN,18.990.000đ,23.490.000đ,Lenovo,Other,,8,,16,DDR5x,512GB,SSD,Qualcomm Adreno,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits, Độ phủ màu 100% DCI-P3","57Wh, 65W USB-C Slim (Wall-mount)",28
https://cellphones.com.vn/laptop-dell-15-dc15250-79n4m.html,Laptop Dell 15 DC15250 79N4M - Nhập khẩu chính hãng,12.490.000đ,14.490.000đ,Dell,Intel,,,,16,DDR4,512GB,SSD,Intel Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Độ sáng 250 nits, Màn hình chống chói","3 cell, 41Wh",25
https://cellphones.com.vn/laptop-dell-15-dc15255-dc5r5802w1.html,Laptop Dell 15 DC15255 DC5R5802W1,15.990.000đ,16.990.000đ,Dell,Other,Ryzen 5 7530U,,,16,DDR4,512GB,SSD,AMD Radeon Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Độ sáng 250 nits, Màn hình chống chói","3-Cell Battery, 41WHr",26
https://cellphones.com.vn/laptop-msi-katana-15-b13udxk-2270vn-16gb.html,Laptop MSI Katana 15 B13UDXK-2270VN V2,20.990.000đ,22.990.000đ,MSI,Intel,,12,,16,DDR5,1TB,SSD,"NVIDIA GeForce RTX 3050 6GB
Intel Iris Xe Graphics",15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,3-Cell,27
https://cellphones.com.vn/laptop-lenovo-loq-15irx10-83je00pevn.html,Laptop Lenovo LOQ 15IRX10 83JE00PEVN,31.990.000đ,37.990.000đ,Lenovo,Intel,,14,20,16,DDR5,512GB,SSD,"NVIDIA GeForce RTX 5050 8GB GDDR7, Boost Clock 2370MHz, TGP 100W, 440 AI TOPS",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 100% sRGB, G-SYNC","60Wh, 170W Slim Tip (3-pin)",26
https://cellphones.com.vn/laptop-hp-victus-15-fb3116ax-bx8u4pa.html,Laptop HP Victus 15-FB3116AX BX8U4PA,23.690.000đ,25.990.000đ,HP,AMD,Ryzen 7 7445HS,6,12,16,DDR5,512 GB,SSD,NVIDIA GeForce RTX 3050 6GB GDDR6,15.6 inches,1920 x 1080 pixels (FullHD),"Màn hình chống chói, Độ sáng 300 nits, Độ phủ màu 62.5% sRGB","3-cell, 52.5 Wh Li-ion polymer",28
https://cellphones.com.vn/laptop-msi-modern-14-f13mg-240vncp.html,Laptop MSI Modern 14 F13MG-240VNCP,14.990.000đ,15.790.000đ,MSI,Intel,,10,12,16,DDR4,512GB,SSD,Intel Graphics,14 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits, Độ phủ màu 45% NTSC, Màn hình chống chói",3 Cell Int (46.8Wh),28
https://cellphones.com.vn/laptop-hp-victus-15-fa2731tx-b85lnpa.html,Laptop HP Victus 15-FA2731TX B85LNPA,21.690.000đ,24.045.000đ,HP,Intel,,8,,16,DDR4,512GB,SSD,"NVIDIA GeForce RTX 3050 (6GB of GDDR6 SDRAM, Bus Width: 96- bit)
Intel UHD Graphics",15.6 inches,1920 x 1080 pixels (FullHD),Màn hình chống chói,3 Cell Int (52.5Wh),23
https://cellphones.com.vn/laptop-lenovo-legion-5-15irx10-83ly00hrvn.html,Laptop Lenovo Legion 5 15IRX10 83LY00HRVN,34.190.000đ,40.990.000đ,Lenovo,Intel,,14,20,16,DDR5,512GB,SSD,"NVIDIA GeForce RTX 5050 8GB GDDR7, Boost Clock 2662MHz, TGP 115W, 440 AI TOPS",15.3 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 100% sRGB, Dolby Vision","80Wh, 245W Slim Tip (3-pin)",25
https://cellphones.com.vn/laptop-msi-gaming-thin-15-b13uc-3247vn.html,Laptop MSI Gaming Thin 15 B13UC-3247VN,19.190.000đ,19.590.000đ,MSI,Intel,,,,16,DDR4,512GB,,"NVIDIA GeForce RTX 3050
Intel UHD Graphics",15.6 inches,1920 x 1080 pixels (FullHD),Độ phủ màu 45% NTSC,3CELLS/3S1P,28
https://cellphones.com.vn/laptop-asus-vivobook-go-14-e1404fa-eb482w.html,Laptop ASUS Vivobook Go 14 E1404FA-EB482W,13.890.000đ,14.190.000đ,ASUS,AMD,Ryzen 5 7520U,4,8,16,DDR5,512GB,SSD,AMD Radeon Graphics,14 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits, Độ phủ màu 45% NTSC, Màn hình chống chói","42WHrs, 3S1P, 3-cell Li-ion",26
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-15arp10-83j3002svn.html,Laptop Lenovo IdeaPad Slim 5 OLED 15ARP10 83J3002SVN,21.990.000đ,27.490.000đ,Lenovo,AMD,Ryzen 7 7735HS,8,16,32,DDR5x,512GB,SSD,AMD Radeon 680M Graphics,15.1 inches,2560 x 1600 (WQXGA),"DisplayHDR True Black 600, Độ phủ màu 100% DCI-P3, Độ sáng 500nits",70Wh (65W USB-C Slim (Gắn tường)),28
https://cellphones.com.vn/laptop-acer-nitro-v-anv15-41-r2up.html,Laptop Acer Nitro V ANV15-41-R2UP,17.990.000đ,18.690.000đ,Acer,AMD,Ryzen 5 6600H,6,12,16,DDR5,512GB,SSD,"NVIDIA GeForce RTX 2050 với 4 GB VRAM GDDR6 chuyên dụng, hỗ trợ 2048 lõi NVIDIA CUDA",15.6 inches,1920 x 1080 pixels (FullHD),"Màn hình LCD TFT có đèn nền LED Acer ComfyView, Độ phủ màu 45% NTSC, Độ sáng 300nits","57Whr 4-cell, 135W AC Adapter",28
https://cellphones.com.vn/laptop-asus-vivobook-go-15-e1504ga-bq1141w.html,Laptop ASUS Vivobook Go 15 E1504GA-BQ1141W,9.990.000đ,10.190.000đ,ASUS,Intel,,8,8,8,DDR4,,,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250nits, Độ phủ màu 45% NTSC, Màn hình chống chói","42WHrs, 3S1P, 3-cell Li-ion",26
https://cellphones.com.vn/laptop-hp-pavilion-15-eg3094tu-8c5l5pa-16gb.html,Laptop HP Pavilion 15-EG3094TU 8C5L5PA V2,16.990.000đ,19.990.000đ,HP,Intel,Core i5 -,10,12,16,DDR4,512 GB,SSD,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Màn hình chống chói, Độ sáng 250 nits","3-cell Li-ion, 41 Wh",22
https://cellphones.com.vn/laptop-acer-gaming-nitro-lite-16-nl16-71g-71uj.html,Laptop Acer Gaming Nitro Lite 16 NL16-71G-71UJ,23.990.000đ,24.990.000đ,Acer,Intel,,10,16,16,DDR5,512GB,SSD,"NVIDIA GeForce RTX 3050 với 6 GB VRAM GDDR6 chuyên dụng, hỗ trợ 2560 lõi NVIDIA CUDA",16 inches,1920 x 1200 pixels (FullHD+),"Độ phủ màu NTSC 45%, Màn hình LCD TFT đèn nền LED ComfyView của Acer, Góc nhìn rộng lên đến 170 độ, Độ sáng 300nits","53Wh 3-cell Li-ion battery, 100W Type C adapter",24
https://cellphones.com.vn/laptop-lenovo-thinkpad-e16-gen-3-21sr002nvn.html,Laptop Lenovo ThinkPad E16 Gen 3 21SR002NVN,23.990.000đ,25.390.000đ,Lenovo,Intel,,14,14,16,DDR5,512GB,SSD,Intel Arc 130T tích hợp hoạt động như Intel Graphics,16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC","48Wh, 65W USB-C (3-pin)",25
https://cellphones.com.vn/laptop-hp-245-g10-b8pf8at.html,Laptop HP 245 G10 B8PF8AT,12.790.000đ,15.590.000đ,HP,AMD,Ryzen 5 7530U,6,12,16,DDR4,256 GB,SSD,AMD Radeon Graphics,14 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Độ sáng 250 nits, Màn hình chống chói","HP Long Life 3-cell, 41 Wh Li-ion",20
https://cellphones.com.vn/laptop-lenovo-loq-15ahp10-83jg0047vn.html,Laptop Lenovo LOQ 15AHP10 83JG0047VN,29.990.000đ,36.490.000đ,Lenovo,AMD,Ryzen 7 250,8,16,16,DDR5,512GB,SSD,"NVIDIA GeForce RTX 5050 8GB GDDR7, Boost Clock 2662MHz, TGP 100W, 440 AI TOPS",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 100% sRGB, G-SYNC","60Wh, 170W Slim Tip (3-pin)",27
https://cellphones.com.vn/laptop-msi-katana-15-b13vfk-676vn.html,Laptop MSI Katana 15 B13VFK-676VN,28.490.000đ,30.990.000đ,MSI,Intel,,10,16,16,DDR5,1TB,SSD,"NVIDIA GeForce RTX 4060, GDDR6 8GB",15.6 inches,1920 x 1080 pixels (FullHD),"Tần số quét 144Hz, Độ phủ màu 45% NTSC","3 cell, 53.5Whr",22
https://cellphones.com.vn/laptop-dell-latitude-3450-l3450-1335u-16512w-umc.html,Laptop Dell Latitude 3450 L3450-1335U-16512W-UMC,18.590.000đ,19.590.000đ,Dell,Intel,,,,16,DDR5,512GB,,Intel Iris Xe Graphics,14 inches,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Độ sáng 250 nits, AG","3- cell, 42Wh Battery",27
https://cellphones.com.vn/laptop-lenovo-thinkpad-e14-gen-7-21sx002yvn.html,Laptop Lenovo ThinkPad E14 Gen 7 21SX002YVN,28.990.000đ,29.690.000đ,Lenovo,Intel,,16,16,16,DDR5,512GB,SSD,Intel Arc 140T hoạt động như Intel Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC","48Wh, 65W USB-C (3-pin)",25
https://cellphones.com.vn/laptop-lenovo-v14-g5-irl-83hd0062va.html,Laptop Lenovo V14 G5 IRL 83HD0062VA,13.990.000đ,14.990.000đ,Lenovo,Intel,,8,12,16,DDR5,512GB,SSD,Intel UHD Graphics,14 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC","47Wh, 65W USB-C (3-pin)",26
https://cellphones.com.vn/laptop-asus-vivobook-s14-s3407va-ly046w.html,Laptop ASUS Vivobook S14 S3407VA-LY046W,18.490.000đ,18.990.000đ,ASUS,Intel,,8,12,16,DDR5,512GB,SSD,Intel UHD Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, Màn hình chống chói, TÜV Rheinland-certified","70WHrs, 4S1P, 4-cell Li-ion",27
https://cellphones.com.vn/laptop-asus-vivobook-14-x1404va-nk394w.html,Laptop ASUS Vivobook 14 X1404VA-NK394W,11.890.000đ,13.490.000đ,ASUS,Intel,,6,8,8,DDR4,512GB,SSD,Intel UHD Graphics,14 inches,1920 x 1080 pixels (FullHD),"Độ sáng 250nits, Độ phủ màu 45% NTSC, Màn hình chống chói, TÜV Rheinland-certified","42WHrs, 3S1P, 3-cell Li-ion",27
https://cellphones.com.vn/laptop-lenovo-legion-5-15ahp10-83m00030vn.html,Laptop Lenovo Legion 5 15AHP10 83M00030VN,39.590.000đ,46.990.000đ,Lenovo,AMD,Ryzen 7 260,8,16,24,DDR5,1TB,SSD,"NVIDIA GeForce RTX 5060 8GB GDDR7, Boost Clock 2497MHz, TGP 115W, 572 AI TOPS",15.1 inches,2560 x 1600 (WQXGA),"Độ sáng 1000nits (đỉnh) / 500nits (điển hình), Độ phủ màu 100% DCI-P3, Dolby Vision, DisplayHDR True Black 600","80Wh, 245W Slim Tip (3-pin)",28
https://cellphones.com.vn/laptop-lenovo-thinkbook-16-g8-irl-21sh0093va.html,Laptop Lenovo ThinkBook 16 G8 IRL 21SH0093VA,18.690.000đ,20.690.000đ,Lenovo,Intel,,8,12,16,DDR5,512GB,SSD,Intel Graphics,16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC","45Wh, 65W USB-C (3-pin)",27
https://cellphones.com.vn/laptop-asus-vivobook-s16-s5606ca-ri171ws.html,Laptop ASUS Vivobook S16 S5606CA-RI171WS,28.490.000đ,31.410.000đ,ASUS,Intel,,16,16,16,DDR5X,512GB,SSD,Intel Arc Graphics,16 inches,2880 x 1800 pixels,"Độ sáng 400nits, Độ sáng tối đa 600nits HDR, Độ phủ màu 100% DCI-P3, Ánh xạ gam màu, HDR True Black 600, 1.07 tỷ màu, Ít hơn 70% ánh sáng xanh có hại, TÜV Rheinland","75WHrs, 4S1P, 4-cell Li-ion",27
https://cellphones.com.vn/laptop-samsung-galaxy-chromebook-go-xe310xda-ka1vn.html,Laptop Samsung Galaxy Chromebook Go XE310XDA-KA1VN,5.590.000đ,5.990.000đ,Samsung,Intel,,,,4,DDR4x,32 GB,,Intel UHD Graphics,11.6 inches,1366 x 768 pixels,Màn hình chống chói,40.2 Wh (Giá trị điển hình),27
https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz632w.html,Laptop ASUS Vivobook S 14 FLIP TP3402VA-LZ632W,19.990.000đ,20.990.000đ,ASUS,Intel,,8,12,16,DDR4,512GB,SSD,Intel UHD Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, TÜV Rheinland-certified, With stylus support","50WHrs, 3S1P, 3-cell Li-ion",26
https://cellphones.com.vn/laptop-asus-tuf-gaming-f16-fx607vu-rl045w.html,Laptop ASUS TUF Gaming F16 FX607VU-RL045W,26.990.000đ,28.490.000đ,ASUS,Intel,,8,12,16,DDR5,512GB,SSD,"NVIDIA GeForce RTX 4050 6GB GDDR6 (194 AI TOPs) 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)
Intel Iris Xe Graphics",16 inches,1920 x 1200 pixels (FullHD+),"Độ sáng 300nits, Độ phủ màu 45%, Màn hình chống chói, G-Sync","56WHrs, 4S1P, 4-cell Li-ion, Sạc lại từ 0-50% trong 30 phút",23
https://cellphones.com.vn/laptop-acer-aspire-lite-gen-2-al14-52m-32kv.html,Laptop Acer Aspire Lite Gen 2 AL14-52M-32KV,11.490.000đ,11.990.000đ,Acer,Intel,,5,6,8,DDR5,256GB,SSD,Intel UHD Graphics,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300 nits, Độ phủ màu 45% NTSC","Pin Li-ion 3 cell 58Wh, Bộ chuyển đổi 65W PD Type C",25
https://cellphones.com.vn/laptop-hp-omnibook-x-flip-14-fm0088tu-bz7q2pa.html,Laptop HP Omnibook X Flip 14-FM0088TU BZ7Q2PA,26.990.000đ,28.590.000đ,HP,Intel,,8,8,16,DDR5x,512 GB,SSD,Intel Arc 130V GPU (8GB),14 inches,1920 x 1200 pixels (WUXGA),"Kính tràn viền, Viền mỏng, Corning Gorilla Glass 3, Độ sáng 400 nits, Độ phủ màu 62.5% sRGB","3-cell, 59 Wh Li-ion polymer, Bộ đổi nguồn USB Type-C 65 W, Hỗ trợ sạc pin nhanh: khoảng 50% trong 30 phút",23
https://cellphones.com.vn/laptop-asus-zenbook-a14-ux3407qa-qd299ws-copilot-x-plus.html,Laptop ASUS Zenbook A14 UX3407QA-QD299WS,26.490.000đ,29.990.000đ,ASUS,Other,,8,8,16,DDR5X,512GB,SSD,"Qualcomm Adreno GPU
Tiến trình chip mới nên có thể không kết nối được với các thiết bị có driver cũ",14 inches,1920 x 1200 pixels (WUXGA),"Thời gian phản hồi 0.2ms, Độ sáng 400nits, Độ sáng tối đa 600nits HDR, Độ phủ màu 100% DCI-P3, HDR True Black 600, 1.07 tỷ màu, Giảm 70% ánh sáng xanh có hại, TÜV Rheinland-certified, Màn hình chăm sóc mắt SGS","70WHrs, 3S1P, 3-cell Li-ion",28
